cms_prescription_counts,provider_variables,npi
"{'ATORVASTATIN CALCIUM': 97, 'ADVAIR DISKUS': 15, 'INSULIN SYRINGE': 21, 'MORPHINE SULFATE ER': 18, 'FUROSEMIDE': 20, 'CYCLOBENZAPRINE HCL': 19, 'HUMULIN N': 14, 'ETODOLAC': 19, 'HYDROCODONE-ACETAMINOPHEN': 118, 'HYDROCHLOROTHIAZIDE': 81, 'LOSARTAN POTASSIUM': 63, 'TERAZOSIN HCL': 15, 'FENOFIBRATE': 14, 'LISINOPRIL-HYDROCHLOROTHIAZIDE': 24, 'PROAIR HFA': 49, 'TRAZODONE HCL': 16, 'METFORMIN HCL': 37, 'GLIPIZIDE': 35, 'OMEPRAZOLE': 14, 'METOPROLOL TARTRATE': 37, 'OXYCODONE-ACETAMINOPHEN': 13, 'IBUPROFEN': 21, 'SPIRIVA': 11, 'AMLODIPINE BESYLATE': 68, 'FAMOTIDINE': 14, 'ATENOLOL': 48, 'PREDNISONE': 13, 'PANTOPRAZOLE SODIUM': 38, 'ZOSTAVAX': 19, 'SIMVASTATIN': 64, 'PRAVASTATIN SODIUM': 16, 'NABUMETONE': 12, 'MONTELUKAST SODIUM': 13, 'OXYBUTYNIN CHLORIDE ER': 15, 'AZITHROMYCIN': 13, 'ALENDRONATE SODIUM': 16, 'CLONIDINE HCL': 18, 'LOVASTATIN': 31, 'LISINOPRIL': 102, 'LEVOTHYROXINE SODIUM': 30}","{'settlement_type': 'non-urban', 'generic_rx_count': 1172, 'specialty': 'Emergency Medical Services', 'years_practicing': 7, 'gender': 'F', 'region': 'West', 'brand_name_rx_count': 129}",1245289503
"{'SUMATRIPTAN SUCCINATE': 21, 'PIOGLITAZONE HCL': 21, 'VENTOLIN HFA': 17, 'DILTIAZEM 24HR ER': 20, 'ATORVASTATIN CALCIUM': 152, 'NAPROXEN': 28, 'METFORMIN HCL': 67, 'CITALOPRAM HBR': 22, 'CARISOPRODOL': 20, 'TRAZODONE HCL': 41, 'ZOLPIDEM TARTRATE': 36, 'CHLORTHALIDONE': 13, 'LOSARTAN POTASSIUM': 44, 'SYMBICORT': 56, 'PANTOPRAZOLE SODIUM': 71, 'TRIAMTERENE-HCTZ': 11, 'ALENDRONATE SODIUM': 48, 'CLONIDINE HCL': 41, 'PROMETHAZINE HCL': 21, 'SPIRONOLACTONE': 37, 'LEVOTHYROXINE SODIUM': 48, 'LEVETIRACETAM': 11, 'FLUOXETINE HCL': 24, 'POTASSIUM CHLORIDE': 29, 'NEXIUM': 30, 'PAROXETINE HCL': 23, 'MIRTAZAPINE': 29, 'RANITIDINE HCL': 100, 'CYMBALTA': 50, 'OXYBUTYNIN CHLORIDE': 23, 'SULFAMETHOXAZOLE-TRIMETHOPRIM': 16, 'METOPROLOL TARTRATE': 40, 'TEMAZEPAM': 14, 'VALACYCLOVIR': 13, 'ALLOPURINOL': 15, 'LORAZEPAM': 79, 'CLOPIDOGREL': 26, 'GLIPIZIDE XL': 11, 'AMOX TR-POTASSIUM CLAVULANATE': 13, 'SPIRIVA': 34, 'NOVOLOG MIX 70-30 FLEXPEN': 17, 'MELOXICAM': 49, 'DETROL LA': 11, 'PROPRANOLOL HCL': 12, 'AZITHROMYCIN': 29, 'PREMARIN': 19, 'LEVEMIR': 15, 'CELEBREX': 14, 'CLONAZEPAM': 114, 'NOVOLOG': 12, 'DIAZEPAM': 28, 'KLOR-CON M20': 11, 'COMBIVENT RESPIMAT': 11, 'ESCITALOPRAM OXALATE': 23, 'HYDROCODONE-ACETAMINOPHEN': 361, 'HYDROCHLOROTHIAZIDE': 48, 'GEMFIBROZIL': 11, 'LOSARTAN-HYDROCHLOROTHIAZIDE': 16, 'FENOFIBRATE': 13, 'PROAIR HFA': 54, 'DILTIAZEM ER': 25, 'GABAPENTIN': 90, 'OMEPRAZOLE': 147, 'PRIMIDONE': 16, 'AMITRIPTYLINE HCL': 96, 'LYRICA': 28, 'AMLODIPINE BESYLATE': 86, 'BUPROPION HCL SR': 25, 'SIMVASTATIN': 76, 'PREDNISONE': 30, 'VERAPAMIL ER': 20, 'SYNTHROID': 17, 'FUROSEMIDE': 45, 'TRAMADOL HCL': 123, 'LISINOPRIL': 102, 'NOVOFINE 32': 14, 'LISINOPRIL-HYDROCHLOROTHIAZIDE': 11, 'CRESTOR': 45, 'AMLODIPINE BESYLATE-BENAZEPRIL': 17, 'CARVEDILOL': 43, 'METOPROLOL SUCCINATE': 13, 'JANUVIA': 23, 'TIZANIDINE HCL': 24, 'BENAZEPRIL HCL': 15, 'DONEPEZIL HCL': 35, 'CYCLOBENZAPRINE HCL': 50, 'GLIMEPIRIDE': 12, 'SERTRALINE HCL': 56, 'CIPROFLOXACIN HCL': 24, 'ATENOLOL': 15, 'PRAVASTATIN SODIUM': 56, 'ALPRAZOLAM': 42, 'FLUTICASONE PROPIONATE': 31}","{'settlement_type': 'urban', 'generic_rx_count': 3283, 'specialty': 'Adult Health', 'years_practicing': 3, 'gender': 'F', 'region': 'South', 'brand_name_rx_count': 491}",1053630665
"{'ESCITALOPRAM OXALATE': 38, 'CYMBALTA': 41, 'TRAZODONE HCL': 15, 'ALPRAZOLAM': 16, 'NORTRIPTYLINE HCL': 13, 'BUSPIRONE HCL': 20, 'ZOLPIDEM TARTRATE': 38, 'VIIBRYD': 11}","{'settlement_type': 'non-urban', 'generic_rx_count': 140, 'specialty': 'Psychiatry', 'years_practicing': 7, 'gender': 'F', 'region': 'West', 'brand_name_rx_count': 52}",1083777114
"{'LANTUS': 13, 'LEVOTHYROXINE SODIUM': 25, 'SYNTHROID': 13, 'METFORMIN HCL': 25, 'BD ULTRA-FINE PEN NEEDLE': 19, 'LANTUS SOLOSTAR': 15}","{'settlement_type': 'non-urban', 'generic_rx_count': 50, 'specialty': 'Family', 'years_practicing': 1, 'gender': 'F', 'region': 'Midwest', 'brand_name_rx_count': 60}",1295080646
"{'ZIPRASIDONE HCL': 11, 'TRAZODONE HCL': 12}","{'settlement_type': 'non-urban', 'generic_rx_count': 23, 'specialty': 'Psychiatry', 'years_practicing': 7, 'gender': 'M', 'region': 'Midwest', 'brand_name_rx_count': 0}",1437247376
"{'VESICARE': 16, 'VENTOLIN HFA': 39, 'FAMOTIDINE': 21, 'ENALAPRIL MALEATE': 68, 'JANTOVEN': 16, 'LANTUS SOLOSTAR': 21, 'NAPROXEN': 62, 'TERAZOSIN HCL': 31, 'BENICAR HCT': 15, 'METFORMIN HCL': 270, 'CITALOPRAM HBR': 67, 'QUINAPRIL-HYDROCHLOROTHIAZIDE': 12, 'BD ULTRA-FINE PEN NEEDLE': 21, 'ATORVASTATIN CALCIUM': 103, 'ZOLPIDEM TARTRATE': 79, 'LOSARTAN POTASSIUM': 142, 'FLUTICASONE PROPIONATE': 137, 'ZETIA': 19, 'DILTIAZEM 24HR CD': 11, 'SYMBICORT': 14, 'PANTOPRAZOLE SODIUM': 67, 'TRIAMTERENE-HCTZ': 25, 'ALENDRONATE SODIUM': 57, 'CLONIDINE HCL': 65, 'TEMAZEPAM': 30, 'SPIRONOLACTONE': 15, 'NITROSTAT': 12, 'LEVOTHYROXINE SODIUM': 260, 'FLUOXETINE HCL': 24, 'WARFARIN SODIUM': 93, 'POTASSIUM CHLORIDE': 110, 'NEXIUM': 38, 'CLOTRIMAZOLE': 19, 'PAROXETINE HCL': 17, 'FUROSEMIDE': 144, 'LEVOCETIRIZINE DIHYDROCHLORIDE': 12, 'MIRTAZAPINE': 22, 'AVODART': 14, 'RANITIDINE HCL': 16, 'CYMBALTA': 23, 'SULFAMETHOXAZOLE-TRIMETHOPRIM': 13, 'GLYBURIDE': 20, 'METOPROLOL TARTRATE': 224, 'CLOTRIMAZOLE-BETAMETHASONE': 26, 'BUMETANIDE': 29, 'CLONIDINE': 29, 'KETOCONAZOLE': 18, 'TRADJENTA': 27, 'ALLOPURINOL': 36, 'LORAZEPAM': 46, 'CLOPIDOGREL': 79, 'AMOX TR-POTASSIUM CLAVULANATE': 43, 'SPIRIVA': 45, 'SIMVASTATIN': 181, 'POLYETHYLENE GLYCOL 3350': 18, 'PROPRANOLOL HCL': 30, 'DIGOXIN': 11, 'LOSARTAN-HYDROCHLOROTHIAZIDE': 31, 'LEVEMIR': 13, 'CELEBREX': 21, 'CLONAZEPAM': 36, 'CRESTOR': 100, 'BUPROPION HCL': 16, 'FINASTERIDE': 26, 'NAMENDA': 20, 'KLOR-CON M20': 35, 'ISOSORBIDE DINITRATE': 20, 'ESCITALOPRAM OXALATE': 13, 'HYDROCODONE-ACETAMINOPHEN': 61, 'HYDROCHLOROTHIAZIDE': 153, 'DOXAZOSIN MESYLATE': 36, 'FENOFIBRATE': 25, 'PROAIR HFA': 32, 'METOPROLOL SUCCINATE': 123, 'VOLTAREN': 16, 'SERTRALINE HCL': 122, 'OMEPRAZOLE': 348, 'QUETIAPINE FUMARATE': 13, 'AMLODIPINE BESYLATE': 254, 'MELOXICAM': 28, 'PREDNISONE': 37, 'MECLIZINE HCL': 40, 'GLIPIZIDE ER': 19, 'VERAPAMIL ER': 14, 'SYNTHROID': 26, 'OXYCODONE HCL-ACETAMINOPHEN': 11, 'TRAMADOL HCL': 106, 'LOVASTATIN': 168, 'LISINOPRIL': 353, 'FELODIPINE ER': 41, 'ADVAIR DISKUS': 36, 'GLIPIZIDE': 38, 'CEFUROXIME': 26, 'AZITHROMYCIN': 36, 'DIOVAN': 44, 'LISINOPRIL-HYDROCHLOROTHIAZIDE': 48, 'TRAZODONE HCL': 22, 'AMLODIPINE BESYLATE-BENAZEPRIL': 21, 'CARVEDILOL': 99, 'BYSTOLIC': 39, 'LEVOFLOXACIN': 18, 'OXYCODONE-ACETAMINOPHEN': 16, 'DONEPEZIL HCL': 34, 'TAMSULOSIN HCL': 61, 'GLIMEPIRIDE': 40, 'METHYLPREDNISOLONE': 57, 'GABAPENTIN': 99, 'CIPROFLOXACIN HCL': 23, 'ATENOLOL': 62, 'PRAVASTATIN SODIUM': 51, 'ALPRAZOLAM': 69, 'VALSARTAN-HYDROCHLOROTHIAZIDE': 33, 'KLOR-CON 10': 43, 'MONTELUKAST SODIUM': 48}","{'settlement_type': 'non-urban', 'generic_rx_count': 5754, 'specialty': 'Adult Medicine', 'years_practicing': 6, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 788}",1386785624
"{'AMOXICILLIN': 19, 'SIMVASTATIN': 12, 'CARBIDOPA-LEVODOPA': 12, 'HYDROCODONE-ACETAMINOPHEN': 11}","{'settlement_type': 'urban', 'generic_rx_count': 54, 'specialty': 'General Practice', 'years_practicing': 7, 'gender': 'F', 'region': 'South', 'brand_name_rx_count': 0}",1275600363
"{'CEPHALEXIN': 30, 'OMEPRAZOLE': 11, 'IBUPROFEN': 16, 'LANTUS': 11, 'ONDANSETRON ODT': 11, 'SIMVASTATIN': 14, 'LOSARTAN POTASSIUM': 16, 'RANITIDINE HCL': 19, 'NIFEDICAL XL': 11, 'HYDROCODONE-ACETAMINOPHEN': 38, 'METFORMIN HCL': 20, 'METOPROLOL TARTRATE': 11, 'PROAIR HFA': 23, 'LISINOPRIL': 17}","{'settlement_type': 'urban', 'generic_rx_count': 203, 'specialty': 'Family', 'years_practicing': 7, 'gender': 'M', 'region': 'West', 'brand_name_rx_count': 45}",1043233505
"{'HYDROCODONE-ACETAMINOPHEN': 23, 'PREDNISONE': 25, 'SULFAMETHOXAZOLE-TRIMETHOPRIM': 13, 'OXYCODONE-ACETAMINOPHEN': 16}","{'settlement_type': 'urban', 'generic_rx_count': 77, 'specialty': 'Emergency Medical Services', 'years_practicing': 8, 'gender': 'F', 'region': 'South', 'brand_name_rx_count': 0}",1043208531
"{'AMOXICILLIN': 11, 'PENICILLIN V POTASSIUM': 21}","{'settlement_type': 'non-urban', 'generic_rx_count': 32, 'specialty': 'General Practice', 'years_practicing': 5, 'gender': 'F', 'region': 'Northeast', 'brand_name_rx_count': 0}",1841444247
"{'GABAPENTIN': 24, 'MORPHINE SULFATE ER': 48, 'HYDROCODONE-ACETAMINOPHEN': 117, 'TIZANIDINE HCL': 19, 'GRALISE': 21, 'MORPHINE SULFATE': 28, 'LYRICA': 13, 'CYCLOBENZAPRINE HCL': 17}","{'settlement_type': 'non-urban', 'generic_rx_count': 253, 'specialty': 'Interventional Pain Medicine', 'years_practicing': 7, 'gender': 'M', 'region': 'Midwest', 'brand_name_rx_count': 34}",1447203153
"{'METFORMIN HCL': 36, 'SIMVASTATIN': 16, 'FENOFIBRATE': 13}","{'settlement_type': 'non-urban', 'generic_rx_count': 65, 'specialty': 'Endocrinology, Diabetes & Metabolism', 'years_practicing': 7, 'gender': 'M', 'region': 'West', 'brand_name_rx_count': 0}",1134162258
"{'MELOXICAM': 11, 'HYDROCODONE-ACETAMINOPHEN': 24, 'OXYCODONE-ACETAMINOPHEN': 14, 'CYCLOBENZAPRINE HCL': 42, 'OXYCODONE HCL': 90, 'METHYLPREDNISOLONE': 22}","{'settlement_type': 'urban', 'generic_rx_count': 203, 'specialty': 'Surgical Technologist', 'years_practicing': 6, 'gender': 'M', 'region': 'West', 'brand_name_rx_count': 0}",1467653378
"{'ACYCLOVIR': 43, 'GLEEVEC': 17, 'ALLOPURINOL': 11, 'WARFARIN SODIUM': 13}","{'settlement_type': 'non-urban', 'generic_rx_count': 67, 'specialty': 'Family', 'years_practicing': 4, 'gender': 'F', 'region': 'Midwest', 'brand_name_rx_count': 17}",1306074067
"{'CALCIUM ACETATE': 64, 'CLONAZEPAM': 13, 'SENSIPAR': 42, 'TAMSULOSIN HCL': 14, 'HYDROCHLOROTHIAZIDE': 43, 'ALLOPURINOL': 21, 'AZATHIOPRINE': 22, 'METOPROLOL SUCCINATE': 55, 'FOSRENOL': 18, 'ISOSORBIDE MONONITRATE ER': 12, 'EPLERENONE': 44, 'OMEPRAZOLE': 17, 'AMLODIPINE BESYLATE': 96, 'RENVELA': 72, 'LOPERAMIDE': 14, 'ATENOLOL': 37, 'PREDNISONE': 47, 'MYCOPHENOLATE MOFETIL': 13, 'CALCITRIOL': 15, 'TAMIFLU': 29, 'LEVOTHYROXINE SODIUM': 22, 'FUROSEMIDE': 41, 'TORSEMIDE': 63, 'SPIRONOLACTONE': 24, 'LISINOPRIL': 79}","{'settlement_type': 'non-urban', 'generic_rx_count': 756, 'specialty': 'Nephrology', 'years_practicing': 7, 'gender': 'M', 'region': 'Midwest', 'brand_name_rx_count': 161}",1326074642
"{'VENTOLIN HFA': 31, 'JANUMET': 11, 'INSULIN SYRINGE': 13, 'SUSTIVA': 14, 'ENALAPRIL MALEATE': 56, 'FUZEON': 13, 'NAPROXEN': 15, 'HYDROCHLOROTHIAZIDE': 36, 'NORVIR': 92, 'LOVAZA': 14, 'LATANOPROST': 13, 'METFORMIN HCL': 32, 'ISENTRESS': 26, 'LEXIVA': 23, 'ENALAPRIL-HYDROCHLOROTHIAZIDE': 19, 'GLIPIZIDE': 13, 'OMEPRAZOLE': 37, 'OLANZAPINE': 11, 'COMPLERA': 75, 'ATENOLOL': 13, 'LABETALOL HCL': 13, 'FLUCONAZOLE': 14, 'EPZICOM': 52, 'STRIBILD': 40, 'METOPROLOL SUCCINATE': 35, 'LISINOPRIL': 17, 'LEVOTHYROXINE SODIUM': 19, 'REYATAZ': 60, 'TRIAMCINOLONE ACETONIDE': 26, 'NEXIUM': 17, 'PREZISTA': 18, 'PAROXETINE HCL': 21, 'ANDROGEL': 24, 'ATORVASTATIN CALCIUM': 53, 'TAMSULOSIN HCL': 19, 'SULFAMETHOXAZOLE-TRIMETHOPRIM': 12, 'ATRIPLA': 68, 'ACYCLOVIR': 11, 'CRESTOR': 47, 'ZOLPIDEM TARTRATE': 61, 'EMTRIVA': 25, 'IBUPROFEN': 16, 'JANUVIA': 14, 'VALACYCLOVIR': 72, 'EPIVIR HBV': 12, 'LOPERAMIDE': 14, 'INTELENCE': 13, 'GABAPENTIN': 15, 'SIMVASTATIN': 25, 'ONGLYZA': 16, 'TRUVADA': 58, 'AMLODIPINE BESYLATE': 54, 'FLUTICASONE PROPIONATE': 17, 'MONTELUKAST SODIUM': 11, 'VIREAD': 44}","{'settlement_type': 'non-urban', 'generic_rx_count': 770, 'specialty': 'Infectious Disease', 'years_practicing': 6, 'gender': 'M', 'region': 'Northeast', 'brand_name_rx_count': 820}",1326192170
"{'SERTRALINE HCL': 12, 'BUPROPION XL': 11, 'CYMBALTA': 58, 'DEXTROAMPHETAMINE-AMPHETAMINE': 11, 'CLONAZEPAM': 30, 'OLANZAPINE': 11, 'MODAFINIL': 11, 'TRAZODONE HCL': 16, 'ZOLPIDEM TARTRATE': 22, 'MIRTAZAPINE': 11}","{'settlement_type': 'non-urban', 'generic_rx_count': 135, 'specialty': 'Psychiatry', 'years_practicing': 7, 'gender': 'M', 'region': 'Northeast', 'brand_name_rx_count': 58}",1700825791
"{'AGGRENOX': 13, 'VESICARE': 39, 'AMMONIUM LACTATE': 11, 'HEPARIN SODIUM': 45, 'ATORVASTATIN CALCIUM': 663, 'PIOGLITAZONE HCL': 23, 'LEVOTHYROXINE SODIUM': 1027, 'ROPINIROLE HCL': 24, 'MEGESTROL ACETATE': 15, 'DIOVAN': 271, 'DILTIAZEM HCL': 38, 'MORPHINE SULFATE ER': 11, 'BD ULTRA-FINE PEN NEEDLE': 17, 'CALCITRIOL': 16, 'ADVAIR HFA': 12, 'TOBRADEX': 15, 'NITROFURANTOIN': 17, 'NADOLOL': 11, 'LOSARTAN POTASSIUM': 222, 'PROPAFENONE HCL': 23, 'IBANDRONATE SODIUM': 24, 'ZETIA': 26, 'NIFEDIPINE ER': 42, 'PRANDIN': 69, 'PANTOPRAZOLE SODIUM': 239, 'TRIAMTERENE-HCTZ': 22, 'ENALAPRIL MALEATE': 89, 'RANEXA': 37, 'ALENDRONATE SODIUM': 59, 'PATADAY': 27, 'SPIRONOLACTONE': 58, 'HYDRALAZINE HCL': 100, 'NOVOFINE AUTOCOVER': 105, 'FLUOXETINE HCL': 56, 'WARFARIN SODIUM': 578, 'NEXIUM': 166, 'NITROFURANTOIN MONO-MACRO': 38, 'OXYBUTYNIN CHLORIDE ER': 82, 'COLCRYS': 33, 'GENTAMICIN SULFATE': 40, 'LIPITOR': 25, 'AVODART': 46, 'RANITIDINE HCL': 82, 'TAMSULOSIN HCL': 300, 'OXYBUTYNIN CHLORIDE': 51, 'CITALOPRAM HBR': 339, 'BENZTROPINE MESYLATE': 19, 'KLOR-CON M10': 34, 'BUMETANIDE': 44, 'CLONIDINE': 40, 'KETOCONAZOLE': 22, 'PRAMIPEXOLE DIHYDROCHLORIDE': 39, 'LIDODERM': 179, 'GALANTAMINE HBR': 54, 'AMIODARONE HCL': 69, 'CLOPIDOGREL': 324, 'OXYCONTIN': 83, 'METAXALONE': 14, 'DIGOX': 182, 'RAPAFLO': 45, 'VERAPAMIL ER': 58, 'SILVER SULFADIAZINE': 16, 'HYDROMORPHONE HCL': 15, 'PROCRIT': 27, 'TRICOR': 19, 'NITROGLYCERIN PATCH': 66, 'DEMECLOCYCLINE HCL': 13, 'METHADONE HCL': 13, 'CLONAZEPAM': 125, 'CRESTOR': 46, 'METOLAZONE': 80, 'AMOX TR-POTASSIUM CLAVULANATE': 38, 'FINASTERIDE': 164, 'NAMENDA': 748, 'VYTORIN': 46, 'ESCITALOPRAM OXALATE': 352, 'DETROL LA': 50, 'HYDROCHLOROTHIAZIDE': 229, 'DOXAZOSIN MESYLATE': 34, 'HYDROCODONE-ACETAMINOPHEN': 29, 'LATANOPROST': 149, 'LIDOCAINE': 41, 'CARBAMAZEPINE': 24, 'ONDANSETRON HCL': 20, 'GLIPIZIDE': 151, 'OMEPRAZOLE': 718, 'METHIMAZOLE': 27, 'TIZANIDINE HCL': 24, 'BUPROPION XL': 19, 'AMLODIPINE BESYLATE': 974, 'SSD': 17, 'PEN NEEDLE': 28, 'SIMVASTATIN': 535, 'PREDNISONE': 166, 'IRBESARTAN': 32, 'MECLIZINE HCL': 55, 'GLIPIZIDE ER': 11, 'DILTIAZEM 24HR CD': 73, 'RAMIPRIL': 88, 'SYNTHROID': 34, 'NAMENDA XR': 24, 'EVISTA': 53, 'ABILIFY': 79, 'LISINOPRIL': 572, 'CARBIDOPA-LEVODOPA ER': 29, 'TRIAMCINOLONE ACETONIDE': 21, 'FLOVENT HFA': 12, 'VALSARTAN-HYDROCHLOROTHIAZIDE': 25, 'OXYCODONE HCL': 49, 'DIGOXIN': 75, 'IPRATROPIUM BROMIDE': 15, 'PHENYTOIN SODIUM EXTENDED': 20, 'REPAGLINIDE': 31, 'FLUOCINONIDE': 60, 'LISINOPRIL-HYDROCHLOROTHIAZIDE': 13, 'TRAZODONE HCL': 208, 'BETAXOLOL HCL': 14, 'CARVEDILOL': 193, 'BYSTOLIC': 24, 'LEVOFLOXACIN': 216, 'BETHANECHOL CHLORIDE': 14, 'RISPERIDONE': 125, 'BUPROPION HCL': 28, 'FOLIC ACID': 19, 'GLIMEPIRIDE': 52, 'ANASTROZOLE': 23, 'CIPROFLOXACIN HCL': 124, 'ISOSORBIDE MONONITRATE': 32, 'PREMARIN': 21, 'HYDROXYZINE HCL': 19, 'PHENOBARBITAL': 13, 'FLUTICASONE PROPIONATE': 60, 'PATANOL': 20, 'MONTELUKAST SODIUM': 103, 'TOPIRAMATE': 13, 'MIDODRINE HCL': 29, 'TOBRAMYCIN-DEXAMETHASONE': 29, 'PENTOXIFYLLINE': 15, 'DILTIAZEM 24HR ER': 60, 'GABAPENTIN': 184, 'FAMOTIDINE': 190, 'MORPHINE SULFATE': 26, 'NATEGLINIDE': 15, 'TOPROL XL': 26, 'LEVEMIR': 17, 'LANTUS SOLOSTAR': 235, 'NAPROXEN': 70, 'TERAZOSIN HCL': 22, 'SEREVENT DISKUS': 14, 'METFORMIN HCL': 214, 'MELOXICAM': 133, 'LACTULOSE': 101, 'BUSPIRONE HCL': 17, 'METOCLOPRAMIDE HCL': 47, 'LANTUS': 58, 'ZOLPIDEM TARTRATE': 144, 'COMBIGAN': 11, 'NOVOLOG MIX 70-30': 17, 'LABETALOL HCL': 12, 'SYMBICORT': 14, 'ACETAMINOPHEN-CODEINE': 35, 'GLYBURIDE': 107, 'CLONIDINE HCL': 146, 'AMITIZA': 16, 'NITROSTAT': 11, 'BENICAR': 60, 'CEPHALEXIN': 67, 'CALCIUM ACETATE': 18, 'LEVETIRACETAM': 86, 'POTASSIUM CHLORIDE': 495, 'PAROXETINE HCL': 163, 'INDAPAMIDE': 15, 'CYMBALTA': 136, 'SULFAMETHOXAZOLE-TRIMETHOPRIM': 67, 'METOPROLOL TARTRATE': 520, 'URSODIOL': 12, 'FORTICAL': 30, 'CLOTRIMAZOLE-BETAMETHASONE': 58, 'TEMAZEPAM': 28, 'HUMALOG': 57, 'ISOSORBIDE MONONITRATE ER': 77, 'ALLOPURINOL': 106, 'IBUPROFEN': 26, 'LORAZEPAM': 203, 'OXCARBAZEPINE': 22, 'LOPERAMIDE': 71, 'SPIRIVA': 141, 'NOVOLOG FLEXPEN': 169, 'IPRATROPIUM-ALBUTEROL': 161, 'FLUDROCORTISONE ACETATE': 20, 'TAMIFLU': 13, 'METHENAMINE HIPPURATE': 54, 'VENLAFAXINE HCL ER': 37, 'AMANTADINE': 13, 'AZITHROMYCIN': 57, 'ENOXAPARIN SODIUM': 31, 'METHOTREXATE': 21, 'LIDOCAINE HCL VISCOUS': 22, 'CALCITONIN-SALMON': 36, 'SANTYL': 107, 'CARBIDOPA-LEVODOPA': 221, 'RIVASTIGMINE': 46, 'CELEBREX': 204, 'BENAZEPRIL HCL': 15, 'NOVOLOG': 75, 'DIAZEPAM': 20, 'TRAMADOL HCL-ACETAMINOPHEN': 16, 'RESTASIS': 59, 'BICALUTAMIDE': 24, 'POLYETHYLENE GLYCOL 3350': 129, 'LOSARTAN-HYDROCHLOROTHIAZIDE': 14, 'OXYCODONE-ACETAMINOPHEN': 199, 'HUMALOG MIX 75-25': 15, 'PROAIR HFA': 32, 'METOPROLOL SUCCINATE': 526, 'CARBIDOPA-LEVODOPA-ENTACAPONE': 25, 'SERTRALINE HCL': 319, 'DIVALPROEX SODIUM': 309, 'ZOCOR': 12, 'LEXAPRO': 12, 'QUETIAPINE FUMARATE': 163, 'BUPROPION HCL SR': 15, 'ATENOLOL': 242, 'FENTANYL': 226, 'DORZOLAMIDE-TIMOLOL': 35, 'ATACAND': 11, 'FLUCONAZOLE': 17, 'FUROSEMIDE': 953, 'LITHIUM CARBONATE': 14, 'TRAMADOL HCL': 176, 'BRIMONIDINE TARTRATE': 41, 'CAPTOPRIL': 12, 'LOVASTATIN': 30, 'ALPRAZOLAM': 291, 'VENLAFAXINE HCL': 14, 'ADVAIR DISKUS': 139, 'FENOFIBRATE': 32, 'EXELON': 48, 'BACLOFEN': 61, 'LEVEMIR FLEXPEN': 61, 'PROCHLORPERAZINE MALEATE': 12, 'SPS': 16, 'MIRTAZAPINE': 399, 'ENTACAPONE': 35, 'TRAVATAN Z': 41, 'KLOR-CON M20': 78, 'DOXYCYCLINE HYCLATE': 18, 'AMLODIPINE BESYLATE-BENAZEPRIL': 28, 'DIVALPROEX SODIUM ER': 24, 'JANUVIA': 211, 'SULFASALAZINE': 27, 'ACETAZOLAMIDE': 11, 'ULTRAM': 15, 'LYRICA': 141, 'DONEPEZIL HCL': 1029, 'CYCLOBENZAPRINE HCL': 12, 'METHYLPREDNISOLONE': 44, 'TRADJENTA': 11, 'MUPIROCIN': 16, 'PRAVASTATIN SODIUM': 141, 'OLANZAPINE': 87, 'VALPROIC ACID': 48, 'LAMOTRIGINE': 14, 'ENABLEX': 21, 'PERMETHRIN': 31, 'NYSTATIN': 82, 'TIMOLOL MALEATE': 99}","{'settlement_type': 'non-urban', 'generic_rx_count': 21922, 'specialty': 'Geriatric Medicine', 'years_practicing': 7, 'gender': 'M', 'region': 'Northeast', 'brand_name_rx_count': 5016}",1114094711
"{'AMOXICILLIN': 29, 'CLINDAMYCIN HCL': 18}","{'settlement_type': 'non-urban', 'generic_rx_count': 47, 'specialty': 'General Practice', 'years_practicing': 7, 'gender': 'M', 'region': 'Midwest', 'brand_name_rx_count': 0}",1205912532
